kegg_gene_id	locus_tag	pathway_id
pae:PA0357	PA0357	pae03410
pae:PA0750	PA0750	pae03410
pae:PA1529	PA1529	pae03410
pae:PA1686	PA1686	pae03410
pae:PA2545	PA2545	pae03410
pae:PA3495	PA3495	pae03410
pae:PA3725	PA3725	pae03410
pae:PA4010	PA4010	pae03410
pae:PA4172	PA4172	pae03410
pae:PA5147	PA5147	pae03410
pae:PA5332	PA5332	pae03410
pae:PA5493	PA5493	pae03410
pae:PA1529	PA1529	pae03420
pae:PA1866	PA1866	pae03420
pae:PA2585	PA2585	pae03420
pae:PA3002	PA3002	pae03420
pae:PA3138	PA3138	pae03420
pae:PA4234	PA4234	pae03420
pae:PA5443	PA5443	pae03420
pae:PA5493	PA5493	pae03420
pae:PA0002	PA0002	pae03430
pae:PA1529	PA1529	pae03430
pae:PA1532	PA1532	pae03430
pae:PA1816	PA1816	pae03430
pae:PA2961	PA2961	pae03430
pae:PA3232	PA3232	pae03430
pae:PA3620	PA3620	pae03430
pae:PA3640	PA3640	pae03430
pae:PA3725	PA3725	pae03430
pae:PA3777	PA3777	pae03430
pae:PA3832	PA3832	pae03430
pae:PA3989	PA3989	pae03430
pae:PA4042	PA4042	pae03430
pae:PA4232	PA4232	pae03430
pae:PA4316	PA4316	pae03430
pae:PA4946	PA4946	pae03430
pae:PA5443	PA5443	pae03430
pae:PA0002	PA0002	pae03440
pae:PA0003	PA0003	pae03440
pae:PA0772	PA0772	pae03440
pae:PA0965	PA0965	pae03440
pae:PA0966	PA0966	pae03440
pae:PA0967	PA0967	pae03440
pae:PA1532	PA1532	pae03440
pae:PA1534	PA1534	pae03440
pae:PA1816	PA1816	pae03440
pae:PA2961	PA2961	pae03440
pae:PA3232	PA3232	pae03440
pae:PA3617	PA3617	pae03440
pae:PA3640	PA3640	pae03440
pae:PA3725	PA3725	pae03440
pae:PA3832	PA3832	pae03440
pae:PA3989	PA3989	pae03440
pae:PA4232	PA4232	pae03440
pae:PA4283	PA4283	pae03440
pae:PA4284	PA4284	pae03440
pae:PA4285	PA4285	pae03440
pae:PA5050	PA5050	pae03440
pae:PA5345	PA5345	pae03440
pae:PA5493	PA5493	pae03440
pae:PA2138	PA2138	pae03450
pae:PA2150	PA2150	pae03450
pae:PA0380	PA0380	pae04122
pae:PA1006	PA1006	pae04122
pae:PA1292	PA1292	pae04122
pae:PA1355	PA1355	pae04122
pae:PA1505	PA1505	pae04122
pae:PA1564	PA1564	pae04122
pae:PA2062	PA2062	pae04122
pae:PA2103	PA2103	pae04122
pae:PA2605	PA2605	pae04122
pae:PA2606	PA2606	pae04122
pae:PA2607	PA2607	pae04122
pae:PA2608	PA2608	pae04122
pae:PA2626	PA2626	pae04122
pae:PA3029	PA3029	pae04122
pae:PA3814	PA3814	pae04122
pae:PA3870	PA3870	pae04122
pae:PA3915	PA3915	pae04122
pae:PA3916	PA3916	pae04122
pae:PA3917	PA3917	pae04122
pae:PA3918	PA3918	pae04122
pae:PA4663	PA4663	pae04122
pae:PA4956	PA4956	pae04122
pae:PA5118	PA5118	pae04122
pae:PA1188	PA1188	pae04146
pae:PA1617	PA1617	pae04146
pae:PA1823	PA1823	pae04146
pae:PA2011	PA2011	pae04146
pae:PA2147	PA2147	pae04146
pae:PA2623	PA2623	pae04146
pae:PA2624	PA2624	pae04146
pae:PA3026	PA3026	pae04146
pae:PA3299	PA3299	pae04146
pae:PA3300	PA3300	pae04146
pae:PA4236	PA4236	pae04146
pae:PA4366	PA4366	pae04146
pae:PA4468	PA4468	pae04146
pae:PA4613	PA4613	pae04146
pae:PA4431	PA4431	pae04148
pae:PA4519	PA4519	pae04148
pae:PA0574	PA0574	pae04156
pae:PA0922	PA0922	pae04156
pae:PA1068	PA1068	pae04156
pae:PA1596	PA1596	pae04156
pae:PA4385	PA4385	pae04156
pae:PA4673	PA4673	pae04156
pae:PA4746	PA4746	pae04156
pae:PA4761	PA4761	pae04156
pae:PA1843	PA1843	pae04980
pae:PA4399	PA4399	pae04980
pae:PA0342	PA0342	pae04981
pae:PA0350	PA0350	pae04981
pae:PA1843	PA1843	pae04981
pae:PA2444	PA2444	pae04981
pae:PA4602	PA4602	pae04981
pae:PA5228	PA5228	pae04981
pae:PA5415	PA5415	pae04981
