,ID,Gene,VF,Source_Organism
20486,>VFG031144(gb|WP_011893946),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium gilvum PYR-GCK
20487,>VFG031145(gb|WP_003895355),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium smegmatis str. MC2 155
20488,>VFG031146(gb|WP_011560525),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium sp. JLS
20489,>VFG031150(gb|WP_011740324),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium ulcerans Agy99
20490,>VFG031151(gb|WP_011780657),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium vanbaalenii PYR-1
20491,>VFG031153(gb|YP_001702897),(mpa) Putative AAA-family ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium abscessus ATCC 19977
20492,>VFG031156(gb|WP_014001140),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140010059
20493,>VFG031158(gb|WP_012394775),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium marinum M
20494,>VFG031159(gb|WP_041319775),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium sp. JDM601
20495,>VFG031161(gb|WP_013471494),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium gilvum Spyr1
20496,>VFG031162(gb|WP_008256304),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium indicus pranii MTCC 9506
20497,>VFG031163(gb|WP_008256304),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium intracellulare str. MOTT36Y
20498,>VFG031164(gb|WP_008256304),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium intracellulare MOTT-02
20499,>VFG031165(gb|WP_008256304),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium intracellulare MOTT-64
20500,>VFG031166(gb|WP_008256304),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium intracellulare ATCC 13950
20501,>VFG031167(gb|WP_005061265),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium abscessus subsp. bolletii 50594
20502,>VFG031169(gb|WP_003411035),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140070008
20503,>VFG031170(gb|WP_015290414),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140070010
20504,>VFG031171(gb|WP_015293462),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140070017
20505,>VFG031172(gb|WP_015355667),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium liflandii 128FXT
20506,>VFG031173(gb|WP_005061265),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium abscessus subsp. bolletii str. GO 06
20507,>VFG031179(gb|WP_003411035),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium tuberculosis CCDC5180
20508,>VFG031184(gb|YP_005360736),(mpa) putative ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium tuberculosis RGTB327
20509,>VFG031189(gb|WP_003872166),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium avium subsp. paratuberculosis MAP4
20510,>VFG031190(gb|WP_015307622),(mpa) proteasome ATPase,Proteasome-associated proteins (VF0847) - Stress survival (VFC0282),Mycobacterium smegmatis JS623
20511,>VFG031191(gb|NP_214717),(Rv0203) hypothetical protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis H37Rv
20512,>VFG031194(gb|WP_003874098),(MAP_RS18665) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium subsp. paratuberculosis K-10
20513,>VFG031195(gb|WP_003874098),(MAV_RS23885) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium 104
20514,>VFG031196(gb|WP_011799084),(BCG_RS01240) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium bovis BCG str. Pasteur 1173P2
20515,>VFG031197(gb|WP_011891464),(MFLV_RS02330) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium gilvum PYR-GCK
20516,>VFG031198(gb|WP_011726772),(MSMEG_RS01190) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium smegmatis str. MC2 155
20517,>VFG031199(gb|WP_011854238),(MJLS_RS00780) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JLS
20518,>VFG031200(gb|WP_011557590),(MKMS_RS00865) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. KMS
20519,>VFG031203(gb|WP_011739305),(MUL_RS05970) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium ulcerans Agy99
20520,>VFG031204(gb|WP_011777513),(MVAN_RS00970) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium vanbaalenii PYR-1
20521,>VFG031206(gb|YP_001704727),(MAB_3999) hypothetical protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus ATCC 19977
20522,>VFG031210(gb|WP_012392419),(MMAR_RS02190) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium marinum M
20523,>VFG031211(gb|WP_041317282),(JDM601_RS04930) heme-binding protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JDM601
20524,>VFG031214(gb|WP_043955887),(MIP_RS24400) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium indicus pranii MTCC 9506
20525,>VFG031215(gb|WP_008261902),(W7S_RS24405) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare str. MOTT36Y
20526,>VFG031216(gb|WP_008261902),(OCO_RS23820) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-02
20527,>VFG031217(gb|WP_041785834),(OCQ_RS24320) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-64
20528,>VFG031219(gb|WP_016343327),(MASS_RS20355) heme-binding protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus subsp. bolletii 50594
20529,>VFG031221(gb|WP_015302439),(BN43_RS01060) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070008
20530,>VFG031222(gb|WP_015288846),(BN42_RS01155) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070010
20531,>VFG031223,(BN45_RS01080*) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070017
20532,>VFG031224(gb|WP_015354198),(MULP_RS02085) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium liflandii 128FXT
20533,>VFG031228(gb|YP_007960092),(J113_01440) hypothetical protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis CAS/NITR204
20534,>VFG031233(gb|YP_007956404),(I917_01465) hypothetical protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis str. Haarlem/NITR202
20535,>VFG031239,(OEM_RS23775*) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium yongonense 05-1390
20536,>VFG031241(gb|WP_015304183),(MYCSM_RS00645) hemophore,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium smegmatis JS623
20537,>VFG031242(gb|NP_214720),(mmpL3) transmembrane transport protein MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis H37Rv
20538,>VFG031243(gb|WP_010924202),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis CDC1551
20539,>VFG031244(gb|WP_010908997),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium leprae TN
20540,>VFG031245(gb|WP_010950361),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium bovis AF2122/97
20541,>VFG031246(gb|WP_003874095),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium subsp. paratuberculosis K-10
20542,>VFG031247(gb|WP_033717441),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium 104
20543,>VFG031249(gb|WP_011891457),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium gilvum PYR-GCK
20544,>VFG031250(gb|WP_011854244),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JLS
20545,>VFG031251(gb|WP_011557598),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. KMS
20546,>VFG031254(gb|WP_011739307),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium ulcerans Agy99
20547,>VFG031255(gb|WP_011777520),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium vanbaalenii PYR-1
20548,>VFG031256(gb|WP_011961630),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis F11
20549,>VFG031257(gb|YP_001705231),"(mmpL3) Putative membrane protein, MmpL",Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus ATCC 19977
20550,>VFG031260(gb|WP_014000115),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140010059
20551,>VFG031262(gb|WP_012392421),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium marinum M
20552,>VFG031263(gb|WP_013827113),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JDM601
20553,>VFG031266(gb|WP_043955482),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium indicus pranii MTCC 9506
20554,>VFG031267(gb|WP_008261885),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare str. MOTT36Y
20555,>VFG031268,(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-02
20556,>VFG031269(gb|WP_041785289),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-64
20557,>VFG031270(gb|WP_041787131),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare ATCC 13950
20558,>VFG031271(gb|WP_005101181),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus subsp. bolletii 50594
20559,>VFG031273(gb|WP_015302442),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070008
20560,>VFG031274(gb|WP_015288849),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070010
20561,>VFG031275(gb|WP_015291971),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070017
20562,>VFG031276(gb|WP_015354201),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium liflandii 128FXT
20563,>VFG031277(gb|WP_005101181),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus subsp. bolletii str. GO 06
20564,>VFG031281(gb|YP_007960097),(mmpL3) transmembrane transport protein mmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis CAS/NITR204
20565,>VFG031286(gb|YP_007956406),(mmpL3) transmembrane transporter mmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis str. Haarlem/NITR202
20566,>VFG031289(gb|YP_005358950),(mmpL3) putative transmembrane transport protein MMPL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis RGTB327
20567,>VFG031290(gb|YP_005921567),(mmpL3) transmembrane transporter mmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis RGTB423
20568,>VFG031291(gb|WP_003899855),(mmpL3) trehalose monomycolate RND transporter MmpL3,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis 7199-99
20569,>VFG031293(gb|WP_041321248),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium yongonense 05-1390
20570,>VFG031295(gb|WP_015304191),(mmpL3) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium smegmatis JS623
20571,>VFG031296(gb|NP_214716),(mmpL11) transmembrane transport protein MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis H37Rv
20572,>VFG031298(gb|WP_041323530),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium leprae TN
20573,>VFG031300(gb|WP_003879106),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium subsp. paratuberculosis K-10
20574,>VFG031301(gb|WP_011726363),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium 104
20575,>VFG031303(gb|WP_011891465),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium gilvum PYR-GCK
20576,>VFG031304(gb|WP_011726771),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium smegmatis str. MC2 155
20577,>VFG031305(gb|WP_011854237),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JLS
20578,>VFG031306(gb|WP_011557589),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. KMS
20579,>VFG031309(gb|WP_011739304),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium ulcerans Agy99
20580,>VFG031310(gb|WP_011777512),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium vanbaalenii PYR-1
20581,>VFG031312(gb|YP_001705252),"(mmpL11) Putative membrane protein, MmpL",Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus ATCC 19977
20582,>VFG031315(gb|WP_014000114),(mmpL11) RND transporter MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140010059
20583,>VFG031316(gb|WP_010908995),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium leprae Br4923
20584,>VFG031317(gb|WP_012392418),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium marinum M
20585,>VFG031318(gb|WP_041316705),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JDM601
20586,>VFG031320(gb|WP_011891465),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium gilvum Spyr1
20587,>VFG031321(gb|WP_009952659),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium indicus pranii MTCC 9506
20588,>VFG031322(gb|WP_008261904),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare str. MOTT36Y
20589,>VFG031323(gb|WP_009952659),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-02
20590,>VFG031324(gb|WP_009952659),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-64
20591,>VFG031325(gb|WP_014381436),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare ATCC 13950
20592,>VFG031326(gb|WP_005071642),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus subsp. bolletii 50594
20593,>VFG031327(gb|WP_014000114),(mmpL11) RND transporter MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140060008
20594,>VFG031328(gb|WP_015302438),(mmpL11) RND transporter MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070008
20595,>VFG031329(gb|WP_015288845),(mmpL11) RND transporter MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070010
20596,>VFG031330(gb|WP_015291967),(mmpL11) RND transporter MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070017
20597,>VFG031331(gb|WP_041298669),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium liflandii 128FXT
20598,>VFG031332(gb|WP_005063718),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium abscessus subsp. bolletii str. GO 06
20599,>VFG031338(gb|WP_014585486),(mmpL11) RND transporter MmpL11,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis CTRI-2
20600,>VFG031342(gb|YP_005358946),(mmpL11) hypothetical protein,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis RGTB327
20601,>VFG031345(gb|WP_020823795),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium yongonense 05-1390
20602,>VFG031347(gb|WP_041311092),(mmpL11) MMPL family transporter,Heme uptake (VF0859) - Nutritional/Metabolic factor (VFC0272),Mycobacterium smegmatis JS623
20603,>VFG031348(gb|NP_217787),(ctpC) manganese/zinc-exporting P-type ATPase,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis H37Rv
20604,>VFG031350(gb|WP_010907902),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium leprae TN
20605,>VFG031352(gb|WP_010949941),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium subsp. paratuberculosis K-10
20606,>VFG031353(gb|WP_011725961),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium avium 104
20607,>VFG031355(gb|WP_168189053),(ctpC) cation-translocating P-type ATPase,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium smegmatis str. MC2 155
20608,>VFG031357(gb|WP_162292829),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium ulcerans Agy99
20609,>VFG031361(gb|WP_014001649),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140010059
20610,>VFG031362(gb|WP_012634421),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium leprae Br4923
20611,>VFG031363(gb|WP_181013014),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium marinum M
20612,>VFG031364(gb|WP_081465670),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium sp. JDM601
20613,>VFG031366(gb|WP_014383193),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium indicus pranii MTCC 9506
20614,>VFG031367(gb|WP_014383193),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare str. MOTT36Y
20615,>VFG031368(gb|WP_014383193),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare MOTT-02
20616,>VFG031370(gb|WP_014380975),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare ATCC 13950
20617,>VFG031371(gb|WP_015288494),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140060008
20618,>VFG031372(gb|WP_015303793),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070008
20619,>VFG031373(gb|WP_015291324),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070010
20620,>VFG031374(gb|WP_015294300),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070017
20621,>VFG031375(gb|WP_162143263),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium liflandii 128FXT
20622,>VFG031387(gb|WP_015695583),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis UT205
20623,>VFG031388(gb|WP_020823399),(ctpC) manganese-exporting P-type ATPase CtpC,P(1)-type Mn2+ transporting ATPase (VF0848) - Nutritional/Metabolic factor (VFC0272),Mycobacterium yongonense 05-1390
20624,>VFG031390(gb|NP_215484),(ctpV) copper-exporting ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis H37Rv
20625,>VFG031391(gb|WP_009935691),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis CDC1551
20626,>VFG031392(gb|WP_003404941),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium bovis AF2122/97
20627,>VFG031395(gb|WP_011738760),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium ulcerans Agy99
20628,>VFG031399(gb|WP_014000532),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140010059
20629,>VFG031400(gb|WP_085979799),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium marinum M
20630,>VFG031402(gb|WP_008257346),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium indicus pranii MTCC 9506
20631,>VFG031403(gb|WP_014711794),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare str. MOTT36Y
20632,>VFG031404(gb|WP_085981087),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium intracellulare ATCC 13950
20633,>VFG031405(gb|WP_015287968),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140060008
20634,>VFG031406(gb|WP_015302745),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070008
20635,>VFG031407(gb|WP_015289456),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070010
20636,>VFG031408(gb|WP_015292573),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium canettii CIPT 140070017
20637,>VFG031409,(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium liflandii 128FXT
20638,>VFG031416(gb|WP_015345044),(ctpV) copper-translocating P-type ATPase,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis str. Erdman (ATCC 35801)
